0;0.180180;-6;0.403692;0.000000;0.000000
0;0.193340;-6;0.259662;0.000000;0.000000
0;0.237276;-6;0.186973;0.000000;0.000000
0;0.231288;-6;0.277912;0.000000;0.000000
0;0.182575;-7;0.249900;0.000000;0.000000
0;0.237916;-7;0.325505;0.000000;0.000000
0;0.187953;-5;0.322045;0.000000;0.000000
0;0.190917;-5;0.309655;0.000000;0.000000
0;0.227581;-6;0.290787;0.000000;0.000000
0;0.224916;-6;0.310887;0.000000;0.000000
0;0.240044;-6;0.219038;0.000000;0.000000
0;0.194810;-6;0.377779;0.000000;0.000000
0;0.230889;-5;0.297143;0.000000;0.000000
0;0.184081;-6;0.397875;0.000000;0.000000
0;0.227209;-6;0.346925;0.000000;0.000000
0;0.232684;-6;0.226333;0.000000;0.000000
0;0.204033;-6;0.246503;0.000000;0.000000
0;0.230785;-5;0.220208;0.000000;0.000000
0;0.254227;-6;0.264370;0.000000;0.000000
0;0.213040;-5;0.317756;0.000000;0.000000
0;0.222613;-5;0.229837;0.000000;0.000000
0;0.225420;-6;0.259569;0.000000;0.000000
0;0.238954;-6;0.227151;0.000000;0.000000
0;0.229867;-6;0.323589;0.000000;0.000000
0;0.187142;-5;0.304281;0.000000;0.000000
0,25;0.005115;-40;0.976282;0.000000;0.000000
0,25;0.005099;-39;0.977792;0.000000;0.000000
0,25;0.005291;-38;0.973865;0.000000;0.000000
0,25;0.005340;-40;0.973805;0.000000;0.000000
0,25;0.004571;-40;0.980706;0.000000;0.000000
0,25;0.004888;-39;0.975981;0.000000;0.000000
0,25;0.008023;-39;0.963224;0.000000;0.000000
0,25;0.003241;-39;0.983527;0.000000;0.000000
0,25;0.005876;-39;0.970700;0.000000;0.000000
0,25;0.007345;-39;0.966228;0.000000;0.000000
0,25;0.007421;-38;0.964964;0.000000;0.000000
0,25;0.006509;-38;0.972036;0.000000;0.000000
0,25;0.009285;-39;0.956481;0.000000;0.000000
0,25;0.008471;-38;0.958843;0.000000;0.000000
0,25;0.010120;-39;0.951027;0.000000;0.000000
0,25;0.008261;-38;0.962214;0.000000;0.000000
0,25;0.007043;-39;0.966871;0.000000;0.000000
0,25;0.005010;-39;0.977244;0.000000;0.000000
0,25;0.005198;-38;0.975958;0.000000;0.000000
0,25;0.009292;-39;0.950181;0.000000;0.000000
0,25;0.010618;-39;0.949412;0.000000;0.000000
0,25;0.005928;-39;0.967635;0.000000;0.000000
0,25;0.005853;-39;0.972095;0.000000;0.000000
0,25;0.004895;-39;0.973371;0.000000;0.000000
0,25;0.007976;-39;0.959553;0.000000;0.000000
0,5;0.014344;-51;0.950728;0.000000;0.000000
0,5;0.010891;-51;0.962431;0.000000;0.000000
0,5;0.016123;-50;0.937756;0.000000;0.000000
0,5;0.020808;-51;0.925223;0.000000;0.000000
0,5;0.034685;-50;0.892820;0.000000;0.000000
0,5;0.011306;-50;0.961829;0.000000;0.000000
0,5;0.010801;-51;0.958326;0.000000;0.000000
0,5;0.010891;-51;0.958106;0.000000;0.000000
0,5;0.013563;-51;0.955138;0.000000;0.000000
0,5;0.013007;-52;0.948124;0.000000;0.000000
0,5;0.013652;-49;0.952745;0.000000;0.000000
0,5;0.020595;-51;0.921468;0.000000;0.000000
0,5;0.015579;-51;0.946822;0.000000;0.000000
0,5;0.021082;-51;0.917241;0.000000;0.000000
0,5;0.020351;-51;0.921140;0.000000;0.000000
0,5;0.025046;-51;0.917834;0.000000;0.000000
0,5;0.006768;-50;0.971738;0.000000;0.000000
0,5;0.018424;-51;0.940536;0.000000;0.000000
0,5;0.011333;-51;0.954690;0.000000;0.000000
0,5;0.018615;-51;0.914370;0.000000;0.000000
0,5;0.011095;-50;0.956714;0.000000;0.000000
0,5;0.023180;-50;0.927294;0.000000;0.000000
0,5;0.011281;-51;0.953943;0.000000;0.000000
0,5;0.025628;-51;0.896370;0.000000;0.000000
0,5;0.012438;-50;0.945750;0.000000;0.000000
0,75;0.015890;-53;0.934669;0.000000;0.000000
0,75;0.012853;-53;0.946483;0.000000;0.000000
0,75;0.013746;-54;0.945794;0.000000;0.000000
0,75;0.009236;-54;0.953474;0.000000;0.000000
0,75;0.016774;-54;0.934124;0.000000;0.000000
0,75;0.011745;-53;0.957458;0.000000;0.000000
0,75;0.012355;-53;0.949282;0.000000;0.000000
0,75;0.016701;-53;0.931829;0.000000;0.000000
0,75;0.012881;-52;0.948912;0.000000;0.000000
0,75;0.016261;-53;0.938438;0.000000;0.000000
0,75;0.018139;-53;0.935769;0.000000;0.000000
0,75;0.009790;-53;0.955373;0.000000;0.000000
0,75;0.015646;-53;0.929855;0.000000;0.000000
0,75;0.016341;-53;0.938610;0.000000;0.000000
0,75;0.018210;-53;0.923900;0.000000;0.000000
0,75;0.017359;-54;0.933279;0.000000;0.000000
