3;0.302150;-61;0.486302;0.000000;0.000000
3;0.059746;-54;0.924734;0.000000;0.000000
3;0.275567;-53;0.721590;0.000000;0.000000
3;0.061220;-53;0.885974;0.000000;0.000000
3;0.137787;-54;0.736800;0.000000;0.000000
3;0.369132;-63;0.440589;0.000000;0.000000
3;0.406102;-53;0.209919;0.000000;0.000000
3;0.256501;-59;0.471562;0.000000;0.000000
3;0.454636;-60;-0.007377;0.000000;0.000000
3;0.227384;-57;0.441673;0.000000;0.000000
3;0.614113;-60;-0.117832;0.000000;0.000000
3;0.357552;-55;0.313886;0.000000;0.000000
3;0.431367;-60;0.157573;0.000000;0.000000
3;0.418990;-63;0.107982;0.000000;0.000000
3;0.431986;-61;0.283208;0.000000;0.000000
3;0.230953;-62;0.708634;0.000000;0.000000
3;0.432667;-61;0.213187;0.000000;0.000000
3;0.472886;-59;-0.067793;0.000000;0.000000
3;0.410581;-61;0.030086;0.000000;0.000000
3;0.112228;-62;0.772012;0.000000;0.000000
3;0.455239;-63;0.240432;0.000000;0.000000
3;0.344012;-62;0.201805;0.000000;0.000000
3;0.178501;-62;0.595959;0.000000;0.000000
3;0.168942;-62;0.576146;0.000000;0.000000
6;0.112588;-61;0.801281;0.334935;0.511654
6;0.457864;-63;0.540852;0.331145;0.496200
6;0.274672;-63;0.510279;0.319832;0.493044
6;0.294235;-61;0.521155;0.316784;0.493044
6;0.082941;-61;0.854967;0.284336;0.472886
6;0.410733;-64;0.245684;0.276151;0.464387
6;0.387716;-63;0.232524;0.271539;0.457864
6;0.480577;-65;0.377585;0.262735;0.455239
6;0.195512;-64;0.760174;0.258134;0.455239
6;0.237991;-65;0.504474;0.253306;0.451494
6;0.233759;-64;0.561728;0.250856;0.451494
6;0.035627;-64;0.929304;0.243562;0.451494
6;0.126106;-63;0.819735;0.235363;0.451494
12;0.473055;-69;0.200637;0.235934;0.466839
12;0.265890;-68;0.497306;0.232941;0.466839
12;0.336562;-68;0.403157;0.234316;0.466839
12;0.382993;-68;0.369141;0.250326;0.473055
12;0.401648;-68;0.276126;0.257408;0.473055
12;0.240430;-67;0.519624;0.259942;0.473055
12;0.404086;-68;0.357516;0.261391;0.473055
12;0.287622;-68;0.536786;0.260100;0.473055
12;0.229454;-68;0.588593;0.258776;0.473055
12;0.321487;-69;0.379773;0.254768;0.473055
12;0.301493;-68;0.500034;0.248345;0.473055
12;0.123826;-68;0.603736;0.238358;0.466839
12;0.102853;-67;0.666268;0.238263;0.466839
12;0.261648;-67;0.444528;0.263570;0.466839
15;0.184826;-70;0.427251;0.256055;0.431215
15;0.188938;-69;0.635779;0.251865;0.431215
15;0.377104;-70;0.254675;0.254539;0.431215
15;0.231203;-69;0.644545;0.250094;0.404086
15;0.278591;-70;0.470348;0.249247;0.404086
15;0.136277;-69;0.739037;0.243764;0.404086
15;0.112682;-69;0.753537;0.237343;0.404086
15;0.149592;-68;0.703870;0.235802;0.404086
15;0.272430;-69;0.575458;0.236513;0.404086
15;0.052007;-69;0.894208;0.229819;0.397628
15;0.159152;-69;0.731449;0.224519;0.377104
15;0.121631;-69;0.752549;0.220831;0.377104
15;0.072961;-69;0.862231;0.217812;0.377104
15;0.138204;-69;0.771974;0.213386;0.377104
15;0.083779;-69;0.810624;0.208204;0.377104
15;0.188662;-69;0.664711;0.201433;0.377104
15;0.080337;-70;0.856907;0.197929;0.377104
15;0.225055;-69;0.611433;0.190520;0.323708
15;0.068664;-69;0.857345;0.176450;0.323708
15;0.247640;-68;0.463073;0.176957;0.323708
