0.5;-45;11;1;6;1;1;1;1;0;0;0;-95;1;13;2;9393026;0;110;0
0.5;-44;11;1;5;1;1;1;1;0;0;0;-95;1;13;2;9394650;0;110;0
0.5;-60;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;9589310;0;82;0
0.5;-44;11;1;5;1;1;1;1;0;0;0;-95;1;13;2;12520188;0;82;0
0.5;-60;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;12522050;0;82;0
0.5;-44;11;1;5;1;1;1;1;0;0;0;-95;5;13;2;12526404;0;83;0
0.5;-41;11;1;1;1;1;1;1;0;0;0;-95;6;13;2;12839706;0;82;0
0.5;-45;11;1;6;1;1;1;1;0;0;0;-95;1;13;2;12840524;0;82;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;2;13;2;12989082;0;106;0
0.5;-45;11;1;6;1;1;1;1;0;0;0;-95;1;13;2;12994836;0;110;0
0.5;-47;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;49488703;0;82;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;49637878;0;120;0
0.5;-44;11;1;5;1;1;1;1;0;0;0;-95;1;13;2;49640203;0;110;0
0.5;-62;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;53416278;0;82;0
0.5;-62;11;1;7;1;1;1;1;1;0;1;-95;2;13;2;53418875;0;82;0
0.5;-47;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;53419559;0;82;0
0.5;-47;11;1;7;1;1;1;1;0;0;0;-95;3;13;2;53422883;0;133;0
0.5;-47;11;1;7;1;1;1;1;0;0;0;-95;4;13;2;53429830;0;83;0
0.5;-46;11;1;6;1;1;1;1;0;0;0;-95;3;13;2;53432157;0;133;0
0.5;-62;11;1;7;1;1;1;1;1;0;1;-95;2;13;2;53631603;0;310;0
0.5;-47;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;13679049;0;82;0
0.5;-47;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;13833430;0;82;0
0.5;-37;11;0;0;0;0;0;0;0;0;0;-95;0;13;2;13834354;0;37;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;17810592;0;82;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;17812406;0;82;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;17814400;0;82;0
0.5;-47;11;1;7;1;1;1;1;0;0;0;-95;4;13;2;17817849;0;83;0
0.5;-43;11;1;4;1;1;1;1;0;0;0;-95;3;13;2;17818478;0;133;0
0.5;-47;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;17818930;0;82;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;18132694;0;117;0
0.5;-46;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;12027393;0;82;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;12191379;0;82;0
0.5;-36;11;0;0;0;0;0;0;0;0;0;-95;0;13;2;12195580;0;37;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;13974720;0;82;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;13975322;0;82;0
0.5;-46;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;13976236;0;82;0
0.5;-46;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;13977714;0;82;0
0.5;-46;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;14286287;0;83;0
0.5;-44;11;1;5;1;1;1;1;0;0;0;-95;3;13;2;14288918;0;133;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;14383710;0;134;0
0.5;-47;11;1;7;1;1;1;1;0;0;0;-95;1;13;2;13215168;0;82;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;13376761;0;82;0
0.5;-37;11;0;0;0;0;0;0;0;0;0;-95;0;13;2;13378918;0;37;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;15050900;0;82;0
0.5;-61;11;1;7;1;1;1;1;1;0;1;-95;1;13;2;15054120;0;82;0
