2.5;0.009169;-47;0.970763;0.289899;0.454851
2.5;0.008861;-46;0.970820;0.281771;0.420752
2.5;0.006736;-46;0.976756;0.278099;0.420752
2.5;0.009168;-46;0.951222;0.271278;0.420752
2.5;0.009409;-46;0.972932;0.266291;0.420752
2.5;0.008493;-46;0.973611;0.259627;0.420752
2.5;0.004095;-47;0.978945;0.253513;0.420752
2.5;0.008886;-47;0.958785;0.244361;0.395905
2.5;0.006354;-48;0.970675;0.239239;0.395905
2.5;0.005497;-48;0.970204;0.233966;0.395905
2.5;0.003617;-47;0.980215;0.229289;0.395905
2.5;0.007787;-47;0.972492;0.221806;0.395905
2.5;0.025121;-47;0.949990;0.214452;0.395905
2.5;0.061838;-48;0.896742;0.207029;0.380058
2.5;0.059808;-49;0.890431;0.201141;0.380058
2.5;0.063935;-50;0.882891;0.197645;0.380058
2.5;0.151950;-52;0.839135;0.192576;0.368562
2.5;0.083771;-53;0.876568;0.186655;0.368562
2.5;0.086692;-53;0.891951;0.180825;0.368562
2.5;0.009037;-53;0.954361;0.174610;0.368562
2.5;0.011013;-52;0.947538;0.167511;0.368562
2.5;0.003591;-51;0.978654;0.159443;0.356040
2.5;0.002974;-51;0.981148;0.151622;0.333997
2.5;0.021236;-51;0.950933;0.144857;0.333997
2.5;0.119412;-52;0.809829;0.141534;0.333997
2.5;0.043898;-52;0.921864;0.136002;0.333997
2.5;0.066967;-50;0.913718;0.131383;0.333997
2.5;0.043232;-51;0.933574;0.124921;0.317140
2.5;0.033228;-51;0.935948;0.118628;0.317140
2.5;0.014584;-51;0.957741;0.114022;0.317140
2.5;0.029437;-51;0.922921;0.107629;0.313290
2.5;0.022165;-51;0.953014;0.101382;0.313290
2.5;0.007021;-52;0.970526;0.097401;0.313290
2.5;0.013823;-51;0.973504;0.091261;0.313290
2.5;0.003274;-51;0.982903;0.084379;0.312458
2.5;0.016431;-51;0.967315;0.078318;0.312458
2.5;0.007315;-52;0.971038;0.072240;0.312458
2.5;0.005988;-51;0.973993;0.065430;0.308493
2.5;0.005280;-51;0.976428;0.058691;0.274067
2.5;0.031519;-50;0.939183;0.053301;0.273598
2.5;0.023272;-51;0.954497;0.047739;0.224823
2.5;0.019506;-52;0.952827;0.043176;0.172729
2.5;0.041101;-51;0.928634;0.040352;0.172729
2.5;0.077564;-52;0.865407;0.038403;0.172729
2.5;0.054444;-51;0.932836;0.036745;0.172729
2.5;0.025444;-53;0.939231;0.035331;0.172729
2.5;0.009927;-52;0.969237;0.034372;0.172729
2.5;0.011497;-51;0.961603;0.030789;0.151950
2.5;0.017174;-51;0.966814;0.027794;0.119412
2.5;0.006329;-52;0.979563;0.025281;0.086692
5;0.287511;-61;0.569501;0.027731;0.119412
5;0.227995;-78;0.356940;0.030911;0.151950
5;0.152974;-76;0.622921;0.034161;0.152974
5;0.176719;-74;0.471961;0.037884;0.176719
5;0.144345;-74;0.527621;0.040883;0.176719
5;0.217739;-74;0.485099;0.045533;0.217739
5;0.253738;-75;0.405661;0.050508;0.227995
5;0.265705;-72;0.377845;0.055949;0.253738
5;0.238664;-72;0.589790;0.061112;0.253738
5;0.136487;-73;0.654333;0.064023;0.253738
5;0.335144;-73;0.153733;0.069847;0.265705
5;0.332816;-72;0.328133;0.076063;0.287511
5;0.262464;-71;0.425399;0.081337;0.287511
5;0.315036;-73;0.393294;0.086964;0.315036
5;0.335336;-72;0.403608;0.093031;0.332816
5;0.141126;-72;0.544364;0.094746;0.332816
5;0.338753;-72;0.293589;0.098817;0.335144
