2;-45;-91;82;-7;11;-7;11;-7;11;-6;11;-6;11;-6;11;-6;11;-6;11;-6;11;-5;12;-5;12;-5;12;-5;12;-4;12;-4;12;-4
2;-45;-91;83;-1;-14;-1;-14;-1;-14;-2;-14;-2;-14;-2;-14;-2;-14;-2;-13;-3;-13;-3;-13;-3;-13;-3;-13;-3;-13;-3;-13;-4;-13;-4
2;-34;-91;37;4;22;4;22;4;22;4;21;5;21;5;21;6;20;6;20;6;20;6;20;6;20;7;20;7;20;7;20;8;20;8
2;-45;-91;185;-8;-14;-8;-14;-8;-14;-8;-14;-8;-14;-8;-14;-9;-13;-9;-13;-8;-13;-9;-13;-9;-13;-9;-12;-10;-12;-10;-12;-10;-12;-10
2;-45;-91;83;-13;5;-13;5;-13;5;-13;5;-13;5;-12;5;-12;6;-12;6;-12;6;-12;6;-12;6;-12;6;-12;6;-11;7;-11;7;-11
2;-46;-89;205;16;7;16;7;16;6;16;6;16;6;16;6;16;5;16;5;16;5;16;5;16;4;16;4;16;3;17;3;17;3;17
2;-47;-89;171;12;-5;12;-6;11;-6;11;-6;11;-6;11;-6;11;-6;11;-6;11;-6;11;-6;11;-6;11;-7;10;-7;10;-7;10;-7;11
2;-47;-89;83;-13;4;-13;4;-13;4;-13;4;-13;4;-12;5;-12;5;-12;5;-12;5;-12;5;-12;5;-12;5;-12;6;-11;6;-11;6;-12
2;-46;-89;186;-11;9;-10;9;-10;9;-10;9;-10;9;-10;9;-10;9;-9;10;-9;10;-9;10;-9;10;-9;10;-8;10;-8;10;-8;10;-8
2;-46;-89;83;4;-16;4;-16;3;-16;3;-16;3;-15;3;-15;3;-15;2;-15;2;-15;2;-15;2;-15;2;-15;1;-15;1;-15;1;-15;1
2;-46;-89;83;-11;-14;-11;-13;-11;-13;-11;-13;-11;-13;-11;-13;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-11;-12;-11;-12;-11;-13;-11;-13
2;-46;-89;216;14;3;14;3;14;3;14;2;14;2;14;1;14;1;14;1;14;1;14;1;14;1;14;1;14;1;14;0;13;0;14
2;-46;-89;171;1;15;1;14;1;14;1;14;1;14;2;14;2;14;2;13;2;13;3;14;3;14;3;14;3;14;3;13;3;13;3
2;-46;-89;83;-4;-17;-4;-17;-4;-17;-5;-17;-5;-17;-5;-17;-5;-17;-6;-16;-6;-16;-6;-16;-6;-16;-6;-16;-7;-16;-7;-16;-7;-15;-7
2;-46;-89;170;1;14;1;14;1;14;1;14;1;14;2;13;2;13;2;13;2;13;2;13;2;13;2;13;3;13;3;13;4;13;4
2;-46;-89;83;13;-6;13;-6;13;-6;13;-6;13;-6;13;-6;13;-6;12;-6;12;-7;12;-7;12;-7;12;-7;12;-7;12;-7;12;-8;12
2;-46;-89;170;-16;-2;-16;-2;-15;-2;-15;-2;-15;-1;-15;-1;-16;-1;-15;-1;-15;0;-15;0;-15;0;-15;0;-15;0;-15;0;-15;1;-15
2;-46;-89;195;4;14;4;14;4;14;4;14;4;13;5;13;5;13;5;13;5;13;5;13;5;13;6;13;6;13;6;12;6;12;6
2;-46;-89;83;-9;-13;-10;-13;-9;-13;-9;-12;-9;-12;-10;-12;-10;-12;-10;-11;-10;-11;-10;-11;-10;-11;-10;-11;-10;-11;-11;-11;-11;-11;-11
2;-46;-89;170;-17;0;-17;0;-17;0;-17;1;-17;1;-17;1;-17;1;-16;2;-16;2;-16;2;-16;2;-16;3;-16;3;-16;3;-16;4;-16
2;-45;-89;83;-1;-15;-2;-15;-2;-15;-2;-15;-2;-15;-2;-15;-3;-15;-3;-14;-3;-14;-3;-14;-3;-14;-3;-14;-4;-14;-4;-14;-4;-14;-4
2;-46;-89;187;16;-2;15;-2;15;-2;15;-2;15;-2;15;-2;15;-3;15;-3;15;-3;14;-3;14;-3;15;-3;15;-4;14;-4;14;-4;15
2;-46;-89;110;14;1;14;0;14;0;14;0;14;-1;14;-2;14;-2;14;-2;14;-2;13;-2;13;-2;13;-2;13;-2;13;-3;14;-3;14
2;-46;-89;186;-15;2;-15;2;-15;2;-15;3;-14;3;-14;3;-14;4;-14;4;-14;4;-14;4;-14;4;-14;5;-14;5;-14;5;-14;5;-14
2;-46;-89;83;-14;8;-14;9;-14;9;-13;9;-13;9;-13;8;-13;8;-13;9;-13;9;-13;9;-13;9;-13;10;-12;10;-12;10;-12;11;-12
2;-47;-89;82;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-12;-11;-12;-10;-12;-10;-12;-10;-12;-10;-12;-10;-13;-9;-13;-9;-14;-9;-14;-9;-14
2;-48;-89;123;-14;26;-13;26;-12;26;-12;26;-11;25;-9;25;-9;23;-8;22;-7;20;-7;19;-7;17;-7;14;-7;12;-7;10;-7;8;-7
2;-47;-89;110;-15;9;-15;9;-15;9;-15;9;-14;10;-14;10;-14;10;-14;11;-14;11;-14;11;-13;11;-13;11;-13;12;-12;12;-12;13;-13
2;-47;-89;212;16;1;16;1;16;1;16;0;16;0;16;0;16;0;16;-1;16;-2;16;-2;16;-2;16;-2;16;-2;16;-3;17;-3;17
2;-47;-89;83;7;14;7;14;7;14;8;14;8;14;9;13;9;13;9;13;9;13;9;12;10;12;10;12;11;12;11;12;11;12;11
2;-48;-89;82;18;20;19;19;20;18;20;18;20;17;20;16;19;15;18;14;16;13;15;12;13;12;12;11;10;10;8;9;6;9;4
2;-47;-89;82;-7;14;-7;15;-7;15;-7;15;-7;15;-6;15;-6;15;-5;15;-5;16;-5;16;-4;16;-4;16;-4;16;-3;16;-3;17;-4
2;-47;-89;179;14;-6;14;-7;13;-7;13;-7;13;-7;13;-8;13;-8;13;-8;13;-8;12;-8;12;-9;12;-9;12;-9;12;-9;12;-10;12
2;-47;-89;83;-6;13;-6;13;-6;13;-6;14;-6;14;-6;14;-5;14;-5;14;-5;14;-5;14;-4;15;-4;15;-4;15;-3;15;-3;15;-3
2;-47;-89;187;-13;11;-13;12;-13;12;-13;12;-13;12;-12;12;-12;12;-12;13;-12;13;-12;13;-11;13;-11;13;-11;14;-11;14;-11;14;-11
2;-47;-89;83;-7;-17;-7;-17;-7;-16;-7;-16;-8;-16;-8;-16;-9;-16;-9;-16;-9;-15;-9;-15;-10;-16;-10;-16;-10;-15;-10;-15;-11;-15;-11
2;-47;-89;202;-4;14;-4;14;-4;15;-4;15;-3;14;-3;14;-2;14;-2;15;-2;15;-2;15;-1;15;-1;15;-1;15;0;15;0;16;0
2;-47;-89;183;4;-15;3;-16;3;-16;3;-16;3;-16;2;-16;2;-16;2;-16;1;-16;1;-16;1;-16;1;-16;1;-16;0;-16;0;-16;0
2;-47;-89;83;10;11;11;10;11;10;11;10;11;10;11;10;11;10;11;9;12;9;12;9;12;9;12;9;13;8;13;8;13;8;14
2;-48;-89;123;8;-26;7;-27;6;-28;5;-28;4;-28;3;-27;2;-26;1;-25;1;-24;1;-22;1;-20;1;-19;2;-17;2;-15;3;-13;3
